1,3,6,5,1,0,2,5,1,0
1,2,5,6,1,1,1,5,1,0
1,1,4,5,1,2,4,5,1,0
1,0,5,4,1,3,2,5,1,0
0,15,7,5,2,0,6,4,2,0
0,14,5,7,2,1,5,4,2,0
0,13,3,5,2,2,8,4,2,0
0,12,5,3,2,3,7,4,2,0
0,11,8,5,3,0,10,3,3,0
0,10,5,8,3,1,9,3,3,0
0,9,2,5,3,2,12,3,3,0
0,8,5,2,3,3,11,3,3,0
0,7,9,5,4,0,14,2,4,0
0,6,5,9,4,1,13,2,4,0
0,5,1,5,4,2,16,2,4,0
0,4,5,1,4,3,15,2,4,0
0,3,10,5,5,0,18,1,5,0
0,2,5,10,5,1,17,1,5,0
0,1,0,5,5,2,20,1,5,0
0,0,5,0,5,3,19,1,5,0
